index,District_Name,Crop_Year,Season,Crop,Area,Production
0,BAGALKOT,1998,Kharif ,Arhar/Tur,6154,2602
1,BAGALKOT,1998,Kharif ,Bajra,48855,52375
2,BAGALKOT,1998,Kharif ,Castor seed,71,61
3,BAGALKOT,1998,Kharif ,Cotton(lint),15225,22129
4,BAGALKOT,1998,Kharif ,Groundnut,16368,7734
5,BAGALKOT,1998,Kharif ,Horse-gram,3372,1156
6,BAGALKOT,1998,Kharif ,Jowar,12363,24855
7,BAGALKOT,1998,Kharif ,Maize,30630,92831
8,BAGALKOT,1998,Kharif ,Moong(Green Gram),13872,1147
9,BAGALKOT,1998,Kharif ,Niger seed,310,47
10,BAGALKOT,1998,Kharif ,Onion,3090,14100
11,BAGALKOT,1998,Kharif ,Rapeseed &Mustard,51,7
12,BAGALKOT,1998,Kharif ,Rice,197,316
13,BAGALKOT,1998,Kharif ,Sesamum,2395,937
14,BAGALKOT,1998,Kharif ,Soyabean,5221,3854
15,BAGALKOT,1998,Kharif ,Sunflower,36785,13374
16,BAGALKOT,1998,Rabi ,Gram,17835,15170
17,BAGALKOT,1998,Rabi ,Groundnut,15849,24166
18,BAGALKOT,1998,Rabi ,Horse-gram,2098,608
19,BAGALKOT,1998,Rabi ,Jowar,152540,120840
20,BAGALKOT,1998,Rabi ,Linseed,4667,1667
21,BAGALKOT,1998,Rabi ,Maize,10520,24026
22,BAGALKOT,1998,Rabi ,Onion,1226,16070
23,BAGALKOT,1998,Rabi ,Safflower,4590,3570
24,BAGALKOT,1998,Rabi ,Sunflower,41359,16619
25,BAGALKOT,1998,Rabi ,Wheat,22207,28030
26,BAGALKOT,1998,Summer ,Maize,2252,5016
27,BAGALKOT,1998,Summer ,Onion,1032,15017
28,BAGALKOT,1998,Summer ,Sunflower,2262,1195
29,BAGALKOT,1998,Whole Year,Arecanut,1,7
30,BAGALKOT,1998,Whole Year,Coconut ,571,2728
31,BAGALKOT,1998,Whole Year,Coriander,43,4
32,BAGALKOT,1998,Whole Year,Dry chillies,619,816
33,BAGALKOT,1998,Whole Year,Garlic,30,25
34,BAGALKOT,1998,Whole Year,Turmeric,305,1872
35,BAGALKOT,1999,Kharif ,Arhar/Tur,5126,3589
36,BAGALKOT,1999,Kharif ,Bajra,41122,29929
37,BAGALKOT,1999,Kharif ,Castor seed,48,37
38,BAGALKOT,1999,Kharif ,Cotton(lint),11979,18434
39,BAGALKOT,1999,Kharif ,Groundnut,13284,7326
40,BAGALKOT,1999,Kharif ,Horse-gram,2555,607
41,BAGALKOT,1999,Kharif ,Jowar,11598,21354
42,BAGALKOT,1999,Kharif ,Maize,30462,101371
43,BAGALKOT,1999,Kharif ,Mesta,9,17
44,BAGALKOT,1999,Kharif ,Moong(Green Gram),18730,6423
45,BAGALKOT,1999,Kharif ,Niger seed,347,53
46,BAGALKOT,1999,Kharif ,Other Kharif pulses,21091,3696
47,BAGALKOT,1999,Kharif ,Rice,128,202
48,BAGALKOT,1999,Kharif ,Sesamum,1354,607
49,BAGALKOT,1999,Kharif ,Small millets,540,190
50,BAGALKOT,1999,Kharif ,Soyabean,5098,4262
51,BAGALKOT,1999,Kharif ,Sunflower,26250,14837
52,BAGALKOT,1999,Rabi ,Gram,18807,12599
53,BAGALKOT,1999,Rabi ,Groundnut,15530,20537
54,BAGALKOT,1999,Rabi ,Horse-gram,3584,538
55,BAGALKOT,1999,Rabi ,Jowar,160974,147679
56,BAGALKOT,1999,Rabi ,Linseed,5667,1647
57,BAGALKOT,1999,Rabi ,Maize,15401,41391
58,BAGALKOT,1999,Rabi ,Other  Rabi pulses,1598,202
59,BAGALKOT,1999,Rabi ,Rapeseed &Mustard,74,11
60,BAGALKOT,1999,Rabi ,Safflower,3926,2828
61,BAGALKOT,1999,Rabi ,Sunflower,24177,15169
62,BAGALKOT,1999,Rabi ,Wheat,21584,29875
63,BAGALKOT,1999,Summer ,Maize,416,760
64,BAGALKOT,1999,Summer ,Sunflower,1527,1065
65,BAGALKOT,1999,Whole Year,Banana,954,23628
66,BAGALKOT,1999,Whole Year,Coconut ,1283,6130
67,BAGALKOT,1999,Whole Year,Coriander,31,3
68,BAGALKOT,1999,Whole Year,Dry chillies,579,595
69,BAGALKOT,1999,Whole Year,Garlic,30,25
70,BAGALKOT,1999,Whole Year,Onion,3614,52778
71,BAGALKOT,1999,Whole Year,Sugarcane,53888,6143232
72,BAGALKOT,1999,Whole Year,Sweet potato,51,162
73,BAGALKOT,1999,Whole Year,Turmeric,310,1684
74,BAGALKOT,2000,Kharif ,Arhar/Tur,4984,3693
75,BAGALKOT,2000,Kharif ,Bajra,41232,41300
76,BAGALKOT,2000,Kharif ,Castor seed,52,67
77,BAGALKOT,2000,Kharif ,Cotton(lint),15767,23002
78,BAGALKOT,2000,Kharif ,Groundnut,14487,9664
79,BAGALKOT,2000,Kharif ,Horse-gram,2359,2902
80,BAGALKOT,2000,Kharif ,Jowar,11375,22359
81,BAGALKOT,2000,Kharif ,Maize,31263,99110
82,BAGALKOT,2000,Kharif ,Mesta,9,17
83,BAGALKOT,2000,Kharif ,Moong(Green Gram),23658,10069
84,BAGALKOT,2000,Kharif ,Niger seed,435,66
85,BAGALKOT,2000,Kharif ,Other Kharif pulses,2961,1001
86,BAGALKOT,2000,Kharif ,Rice,171,311
87,BAGALKOT,2000,Kharif ,Sesamum,1981,969
88,BAGALKOT,2000,Kharif ,Small millets,1142,723
89,BAGALKOT,2000,Kharif ,Soyabean,4743,4749
90,BAGALKOT,2000,Kharif ,Sunflower,25378,16262
91,BAGALKOT,2000,Rabi ,Gram,16454,9834
92,BAGALKOT,2000,Rabi ,Groundnut,11875,17305
93,BAGALKOT,2000,Rabi ,Horse-gram,1530,490
94,BAGALKOT,2000,Rabi ,Jowar,132473,94603
95,BAGALKOT,2000,Rabi ,Linseed,4647,1377
96,BAGALKOT,2000,Rabi ,Maize,17492,47659
97,BAGALKOT,2000,Rabi ,Other  Rabi pulses,677,90
98,BAGALKOT,2000,Rabi ,Rapeseed &Mustard,74,11
99,BAGALKOT,2000,Rabi ,Safflower,3296,3023
100,BAGALKOT,2000,Rabi ,Sunflower,36375,20518
101,BAGALKOT,2000,Rabi ,Wheat,23969,37181
102,BAGALKOT,2000,Summer ,Maize,3129,8799
103,BAGALKOT,2000,Summer ,Sunflower,2901,2163
104,BAGALKOT,2000,Whole Year,Arecanut,4,6
105,BAGALKOT,2000,Whole Year,Banana,872,14647
106,BAGALKOT,2000,Whole Year,Coconut ,1312,6268
107,BAGALKOT,2000,Whole Year,Coriander,34,3
108,BAGALKOT,2000,Whole Year,Dry chillies,756,654
109,BAGALKOT,2000,Whole Year,Garlic,27,22
110,BAGALKOT,2000,Whole Year,Onion,3819,33520
111,BAGALKOT,2000,Whole Year,Sannhamp,35,9
112,BAGALKOT,2000,Whole Year,Sugarcane,62050,7014752
113,BAGALKOT,2000,Whole Year,Sweet potato,51,162
114,BAGALKOT,2000,Whole Year,Turmeric,301,1476
115,BAGALKOT,2001,Kharif ,Arhar/Tur,1502,925
116,BAGALKOT,2001,Kharif ,Bajra,15169,11519
117,BAGALKOT,2001,Kharif ,Castor seed,19,14
118,BAGALKOT,2001,Kharif ,Cotton(lint),14104,22539
119,BAGALKOT,2001,Kharif ,Groundnut,14509,17691
120,BAGALKOT,2001,Kharif ,Horse-gram,1370,1606
121,BAGALKOT,2001,Kharif ,Jowar,6786,12064
122,BAGALKOT,2001,Kharif ,Maize,21340,66431
123,BAGALKOT,2001,Kharif ,Mesta,5,10
124,BAGALKOT,2001,Kharif ,Moong(Green Gram),2301,501
125,BAGALKOT,2001,Kharif ,Niger seed,164,25
126,BAGALKOT,2001,Kharif ,Other Kharif pulses,450,151
127,BAGALKOT,2001,Kharif ,Rice,171,411
128,BAGALKOT,2001,Kharif ,Sesamum,897,581
129,BAGALKOT,2001,Kharif ,Small millets,43,16
130,BAGALKOT,2001,Kharif ,Soyabean,410,303
131,BAGALKOT,2001,Kharif ,Sunflower,8560,6843
132,BAGALKOT,2001,Rabi ,Gram,25681,17984
133,BAGALKOT,2001,Rabi ,Horse-gram,9429,5554
134,BAGALKOT,2001,Rabi ,Jowar,170489,125015
135,BAGALKOT,2001,Rabi ,Linseed,6261,2641
136,BAGALKOT,2001,Rabi ,Maize,15597,43755
137,BAGALKOT,2001,Rabi ,Other  Rabi pulses,660,88
138,BAGALKOT,2001,Rabi ,Rapeseed &Mustard,74,11
139,BAGALKOT,2001,Rabi ,Safflower,4793,2817
140,BAGALKOT,2001,Rabi ,Sunflower,48590,24663
141,BAGALKOT,2001,Rabi ,Wheat,25855,34969
142,BAGALKOT,2001,Summer ,Maize,1396,4066
143,BAGALKOT,2001,Summer ,Rice,13,19
144,BAGALKOT,2001,Summer ,Sunflower,3442,3365
145,BAGALKOT,2001,Whole Year,Arecanut,4,6
146,BAGALKOT,2001,Whole Year,Coconut ,1142,5456
147,BAGALKOT,2001,Whole Year,Coriander,30,3
148,BAGALKOT,2001,Whole Year,Dry chillies,704,608
149,BAGALKOT,2001,Whole Year,Onion,6247,64311
150,BAGALKOT,2001,Whole Year,Sannhamp,22,5
151,BAGALKOT,2001,Whole Year,Sugarcane,60450,5570468
152,BAGALKOT,2001,Whole Year,Turmeric,311,1553
153,BAGALKOT,2002,Kharif ,Arhar/Tur,2749,1113
154,BAGALKOT,2002,Kharif ,Bajra,24007,7171
155,BAGALKOT,2002,Kharif ,Castor seed,10,9
156,BAGALKOT,2002,Kharif ,Cotton(lint),3511,5149
157,BAGALKOT,2002,Kharif ,Groundnut,5720,1920
158,BAGALKOT,2002,Kharif ,Horse-gram,2660,2075
159,BAGALKOT,2002,Kharif ,Jowar,5551,9005
160,BAGALKOT,2002,Kharif ,Maize,20026,60945
161,BAGALKOT,2002,Kharif ,Mesta,7,13
162,BAGALKOT,2002,Kharif ,Moong(Green Gram),16545,330
163,BAGALKOT,2002,Kharif ,Niger seed,122,18
164,BAGALKOT,2002,Kharif ,Other Kharif pulses,9360,1646
165,BAGALKOT,2002,Kharif ,Rice,112,230
166,BAGALKOT,2002,Kharif ,Sesamum,1225,796
167,BAGALKOT,2002,Kharif ,Small millets,271,67
168,BAGALKOT,2002,Kharif ,Soyabean,1349,728
169,BAGALKOT,2002,Kharif ,Sunflower,22376,11438
170,BAGALKOT,2002,Rabi ,Gram,26669,17905
171,BAGALKOT,2002,Rabi ,Groundnut,10177,12994
172,BAGALKOT,2002,Rabi ,Horse-gram,4254,1689
173,BAGALKOT,2002,Rabi ,Jowar,157259,98880
174,BAGALKOT,2002,Rabi ,Linseed,4997,2207
175,BAGALKOT,2002,Rabi ,Maize,9197,31585
176,BAGALKOT,2002,Rabi ,Other  Rabi pulses,176,21
177,BAGALKOT,2002,Rabi ,Rapeseed &Mustard,80,12
178,BAGALKOT,2002,Rabi ,Safflower,3916,2703
179,BAGALKOT,2002,Rabi ,Sunflower,55498,31053
180,BAGALKOT,2002,Rabi ,Wheat,23327,32386
181,BAGALKOT,2002,Summer ,Jowar,2,2
182,BAGALKOT,2002,Summer ,Maize,1233,4217
183,BAGALKOT,2002,Summer ,Rice,15,16
184,BAGALKOT,2002,Summer ,Sunflower,3207,2809
185,BAGALKOT,2002,Whole Year,Arcanut (Processed),6,8
186,BAGALKOT,2002,Whole Year,Atcanut (Raw),6,40
187,BAGALKOT,2002,Whole Year,Banana,466,7118
188,BAGALKOT,2002,Whole Year,Brinjal,215,1010
189,BAGALKOT,2002,Whole Year,Citrus Fruit,350,3155
190,BAGALKOT,2002,Whole Year,Coconut ,877,4190
191,BAGALKOT,2002,Whole Year,Coriander,30,3
192,BAGALKOT,2002,Whole Year,Dry chillies,543,292
193,BAGALKOT,2002,Whole Year,Garlic,18,15
194,BAGALKOT,2002,Whole Year,Grapes,608,16383
195,BAGALKOT,2002,Whole Year,Mango,287,920
196,BAGALKOT,2002,Whole Year,Onion,3329,30605
197,BAGALKOT,2002,Whole Year,Other Fresh Fruits,452,955
198,BAGALKOT,2002,Whole Year,Papaya,43,117
199,BAGALKOT,2002,Whole Year,Pome Fruit,48,168
200,BAGALKOT,2002,Whole Year,Sannhamp,22,5
201,BAGALKOT,2002,Whole Year,Sugarcane,58694,5241374
202,BAGALKOT,2002,Whole Year,Sweet potato,20,63
203,BAGALKOT,2002,Whole Year,Tomato,114,639
204,BAGALKOT,2002,Whole Year,Turmeric,356,1991
205,BAGALKOT,2003,Kharif ,Arhar/Tur,736,40
206,BAGALKOT,2003,Kharif ,Bajra,15454,8153
207,BAGALKOT,2003,Kharif ,Castor seed,1,1
208,BAGALKOT,2003,Kharif ,Cotton(lint),3226,6374
209,BAGALKOT,2003,Kharif ,Groundnut,2649,1644
210,BAGALKOT,2003,Kharif ,Horse-gram,437,112
211,BAGALKOT,2003,Kharif ,Jowar,4339,9345
212,BAGALKOT,2003,Kharif ,Maize,14493,52889
213,BAGALKOT,2003,Kharif ,Mesta,150,286
214,BAGALKOT,2003,Kharif ,Moong(Green Gram),969,56
215,BAGALKOT,2003,Kharif ,Niger seed,153,23
216,BAGALKOT,2003,Kharif ,Other Kharif pulses,133,45
217,BAGALKOT,2003,Kharif ,Rice,93,210
218,BAGALKOT,2003,Kharif ,Sesamum,536,236
219,BAGALKOT,2003,Kharif ,Small millets,67,39
220,BAGALKOT,2003,Kharif ,Soyabean,272,119
221,BAGALKOT,2003,Kharif ,Sunflower,11643,9155
222,BAGALKOT,2003,Rabi ,Gram,28249,4448
223,BAGALKOT,2003,Rabi ,Groundnut,14870,22871
224,BAGALKOT,2003,Rabi ,Horse-gram,2879,230
225,BAGALKOT,2003,Rabi ,Jowar,134368,10766
226,BAGALKOT,2003,Rabi ,Linseed,3523,264
227,BAGALKOT,2003,Rabi ,Maize,11898,32576
228,BAGALKOT,2003,Rabi ,Other  Rabi pulses,571,76
229,BAGALKOT,2003,Rabi ,Rapeseed &Mustard,65,10
230,BAGALKOT,2003,Rabi ,Safflower,2767,343
231,BAGALKOT,2003,Rabi ,Sunflower,88095,24320
232,BAGALKOT,2003,Rabi ,Wheat,15300,18327
233,BAGALKOT,2003,Summer ,Jowar,37,98
234,BAGALKOT,2003,Summer ,Maize,1515,3310
235,BAGALKOT,2003,Summer ,Rice,2,7
236,BAGALKOT,2003,Summer ,Sunflower,3232,2693
237,BAGALKOT,2003,Whole Year,Arecanut,6,8
238,BAGALKOT,2003,Whole Year,Banana,434,7423
239,BAGALKOT,2003,Whole Year,Brinjal,1037,4377
240,BAGALKOT,2003,Whole Year,Citrus Fruit,374,1368
241,BAGALKOT,2003,Whole Year,Coconut ,600,2867
242,BAGALKOT,2003,Whole Year,Coriander,26,2
243,BAGALKOT,2003,Whole Year,Dry chillies,476,798
244,BAGALKOT,2003,Whole Year,Garlic,150,124
245,BAGALKOT,2003,Whole Year,Grapes,1829,78515
246,BAGALKOT,2003,Whole Year,Mango,601,2073
247,BAGALKOT,2003,Whole Year,Onion,4269,27894
248,BAGALKOT,2003,Whole Year,Other Fresh Fruits,385,800
249,BAGALKOT,2003,Whole Year,Pome Fruit,61,70
250,BAGALKOT,2003,Whole Year,Sannhamp,19,5
251,BAGALKOT,2003,Whole Year,Sugarcane,38744,2834124
252,BAGALKOT,2003,Whole Year,Sweet potato,42,133
253,BAGALKOT,2003,Whole Year,Tomato,321,853
254,BAGALKOT,2004,Kharif ,Arhar/Tur,3105,655
255,BAGALKOT,2004,Kharif ,Bajra,50947,32970
256,BAGALKOT,2004,Kharif ,Castor seed,2,2
257,BAGALKOT,2004,Kharif ,Cotton(lint),7315,12172
258,BAGALKOT,2004,Kharif ,Groundnut,6413,3776
259,BAGALKOT,2004,Kharif ,Horse-gram,1710,1049
260,BAGALKOT,2004,Kharif ,Jowar,11225,20951
261,BAGALKOT,2004,Kharif ,Maize,37419,130280
262,BAGALKOT,2004,Kharif ,Mesta,120,229
263,BAGALKOT,2004,Kharif ,Moong(Green Gram),37851,4315
264,BAGALKOT,2004,Kharif ,Niger seed,226,34
265,BAGALKOT,2004,Kharif ,Other Kharif pulses,906,298
266,BAGALKOT,2004,Kharif ,Rice,64,178
267,BAGALKOT,2004,Kharif ,Sesamum,948,581
268,BAGALKOT,2004,Kharif ,Small millets,54,19
269,BAGALKOT,2004,Kharif ,Soyabean,9183,5156
270,BAGALKOT,2004,Kharif ,Sunflower,51307,29116
271,BAGALKOT,2004,Rabi ,Gram,20960,10288
272,BAGALKOT,2004,Rabi ,Groundnut,18828,25292
273,BAGALKOT,2004,Rabi ,Horse-gram,1901,591
274,BAGALKOT,2004,Rabi ,Jowar,144349,100053
275,BAGALKOT,2004,Rabi ,Linseed,3348,658
276,BAGALKOT,2004,Rabi ,Maize,12094,42223
277,BAGALKOT,2004,Rabi ,Other  Rabi pulses,694,92
278,BAGALKOT,2004,Rabi ,Rapeseed &Mustard,70,10
279,BAGALKOT,2004,Rabi ,Safflower,2857,943
280,BAGALKOT,2004,Rabi ,Sunflower,62717,35641
281,BAGALKOT,2004,Rabi ,Wheat,21202,32903
282,BAGALKOT,2004,Summer ,Maize,1509,5691
283,BAGALKOT,2004,Summer ,Sunflower,4087,3052
284,BAGALKOT,2004,Whole Year,Arecanut,2,3
285,BAGALKOT,2004,Whole Year,Banana,191,7032
286,BAGALKOT,2004,Whole Year,Coconut ,452,21813
287,BAGALKOT,2004,Whole Year,Coriander,31,3
288,BAGALKOT,2004,Whole Year,Dry chillies,601,459
289,BAGALKOT,2004,Whole Year,Garlic,150,124
290,BAGALKOT,2004,Whole Year,Onion,6986,65436
291,BAGALKOT,2004,Whole Year,Sweet potato,57,181
292,BAGALKOT,2004,Whole Year,Turmeric,374,2277
293,BAGALKOT,2005,Kharif ,Arhar/Tur,2984,1032
294,BAGALKOT,2005,Kharif ,Bajra,44354,54674
295,BAGALKOT,2005,Kharif ,Dry chillies,318,231
296,BAGALKOT,2005,Kharif ,Groundnut,7134,5000
297,BAGALKOT,2005,Kharif ,Horse-gram,1812,1914
298,BAGALKOT,2005,Kharif ,Jowar,10339,27092
299,BAGALKOT,2005,Kharif ,Maize,38948,153176
300,BAGALKOT,2005,Kharif ,Moong(Green Gram),28884,3375
301,BAGALKOT,2005,Kharif ,Niger seed,184,28
302,BAGALKOT,2005,Kharif ,Onion,6732,39517
303,BAGALKOT,2005,Kharif ,Other Kharif pulses,602,203
304,BAGALKOT,2005,Kharif ,Rice,126,355
305,BAGALKOT,2005,Kharif ,Sesamum,3085,1515
306,BAGALKOT,2005,Kharif ,Small millets,121,34
307,BAGALKOT,2005,Kharif ,Soyabean,6534,4947
308,BAGALKOT,2005,Kharif ,Sunflower,48722,26039
309,BAGALKOT,2005,Kharif ,Urad,12,2
310,BAGALKOT,2005,Rabi ,Dry chillies,118,192
311,BAGALKOT,2005,Rabi ,Gram,19566,11244
312,BAGALKOT,2005,Rabi ,Groundnut,19037,18157
313,BAGALKOT,2005,Rabi ,Horse-gram,2540,1298
314,BAGALKOT,2005,Rabi ,Jowar,127199,138382
315,BAGALKOT,2005,Rabi ,Linseed,3690,778
316,BAGALKOT,2005,Rabi ,Maize,14743,61920
317,BAGALKOT,2005,Rabi ,Onion,1478,15322
318,BAGALKOT,2005,Rabi ,Other  Rabi pulses,987,131
319,BAGALKOT,2005,Rabi ,Rapeseed &Mustard,75,11
320,BAGALKOT,2005,Rabi ,Safflower,2901,1293
321,BAGALKOT,2005,Rabi ,Sunflower,81668,56526
322,BAGALKOT,2005,Rabi ,Wheat,21840,34948
323,BAGALKOT,2005,Summer ,Dry chillies,71,42
324,BAGALKOT,2005,Summer ,Jowar,3,6
325,BAGALKOT,2005,Summer ,Maize,1723,7038
326,BAGALKOT,2005,Summer ,Onion,675,9735
327,BAGALKOT,2005,Summer ,Rice,63,196
328,BAGALKOT,2005,Summer ,Sunflower,3328,3098
329,BAGALKOT,2005,Whole Year,Banana,84,2477
330,BAGALKOT,2005,Whole Year,Coconut ,413,1973
331,BAGALKOT,2005,Whole Year,Coriander,34,3
332,BAGALKOT,2005,Whole Year,Cotton(lint),5632,9351
333,BAGALKOT,2005,Whole Year,Garlic,60,50
334,BAGALKOT,2005,Whole Year,Mesta,82,156
335,BAGALKOT,2005,Whole Year,Sugarcane,37783,3445810
336,BAGALKOT,2005,Whole Year,Sweet potato,50,158
337,BAGALKOT,2005,Whole Year,Turmeric,368,4453
338,BAGALKOT,2006,Kharif ,Arhar/Tur,3283,904
339,BAGALKOT,2006,Kharif ,Bajra,39194,13233
340,BAGALKOT,2006,Kharif ,Groundnut,7294,2911
341,BAGALKOT,2006,Kharif ,Horse-gram,1229,207
342,BAGALKOT,2006,Kharif ,Jowar,9087,8155
343,BAGALKOT,2006,Kharif ,Maize,36326,137679
344,BAGALKOT,2006,Kharif ,Moong(Green Gram),30678,1574
345,BAGALKOT,2006,Kharif ,Niger seed,257,39
346,BAGALKOT,2006,Kharif ,Other Kharif pulses,858,381
347,BAGALKOT,2006,Kharif ,Rapeseed &Mustard,53,8
348,BAGALKOT,2006,Kharif ,Rice,117,339
349,BAGALKOT,2006,Kharif ,Sesamum,1413,283
350,BAGALKOT,2006,Kharif ,Small millets,52,14
351,BAGALKOT,2006,Kharif ,Soyabean,3367,3215
352,BAGALKOT,2006,Kharif ,Sunflower,40031,11199
353,BAGALKOT,2006,Rabi ,Gram,28075,9088
354,BAGALKOT,2006,Rabi ,Groundnut,15146,12000
355,BAGALKOT,2006,Rabi ,Horse-gram,2017,234
356,BAGALKOT,2006,Rabi ,Jowar,119913,60772
357,BAGALKOT,2006,Rabi ,Linseed,3538,625
358,BAGALKOT,2006,Rabi ,Maize,12637,44443
359,BAGALKOT,2006,Rabi ,Other  Rabi pulses,804,207
360,BAGALKOT,2006,Rabi ,Safflower,3865,1345
361,BAGALKOT,2006,Rabi ,Sunflower,67538,20690
362,BAGALKOT,2006,Rabi ,Wheat,20992,27344
363,BAGALKOT,2006,Summer ,Maize,2128,6625
364,BAGALKOT,2006,Summer ,Sunflower,3919,3902
365,BAGALKOT,2006,Whole Year,Banana,572,11420
366,BAGALKOT,2006,Whole Year,Coconut ,236,1128
367,BAGALKOT,2006,Whole Year,Coriander,39,4
368,BAGALKOT,2006,Whole Year,Cotton(lint),2974,4695
369,BAGALKOT,2006,Whole Year,Dry chillies,511,872
370,BAGALKOT,2006,Whole Year,Garlic,55,46
371,BAGALKOT,2006,Whole Year,Mesta,35,67
372,BAGALKOT,2006,Whole Year,Onion,8284,59102
373,BAGALKOT,2006,Whole Year,Sugarcane,48913,4274996
374,BAGALKOT,2006,Whole Year,Sweet potato,46,146
375,BAGALKOT,2006,Whole Year,Turmeric,591,4045
376,BAGALKOT,2007,Kharif ,Arhar/Tur,4294,3402
377,BAGALKOT,2007,Kharif ,Bajra,51037,58785
378,BAGALKOT,2007,Kharif ,Dry chillies,699,630
379,BAGALKOT,2007,Kharif ,Groundnut,5007,3866
380,BAGALKOT,2007,Kharif ,Horse-gram,1829,1390
381,BAGALKOT,2007,Kharif ,Jowar,9537,15692
382,BAGALKOT,2007,Kharif ,Maize,49303,194845
383,BAGALKOT,2007,Kharif ,Moong(Green Gram),47730,9431
384,BAGALKOT,2007,Kharif ,Niger seed,201,76
385,BAGALKOT,2007,Kharif ,Onion,12075,81411
386,BAGALKOT,2007,Kharif ,Other Kharif pulses,1484,728
387,BAGALKOT,2007,Kharif ,Rapeseed &Mustard,42,15
388,BAGALKOT,2007,Kharif ,Rice,68,206
389,BAGALKOT,2007,Kharif ,Sesamum,1343,702
390,BAGALKOT,2007,Kharif ,Small millets,69,23
391,BAGALKOT,2007,Kharif ,Soyabean,2575,3474
392,BAGALKOT,2007,Kharif ,Sunflower,22559,13004
393,BAGALKOT,2007,Kharif ,Urad,40,14
394,BAGALKOT,2007,Rabi ,Dry chillies,221,386
395,BAGALKOT,2007,Rabi ,Gram,49313,34287
396,BAGALKOT,2007,Rabi ,Groundnut,17294,14425
397,BAGALKOT,2007,Rabi ,Horse-gram,2113,1218
398,BAGALKOT,2007,Rabi ,Jowar,123497,178029
399,BAGALKOT,2007,Rabi ,Linseed,3690,1844
400,BAGALKOT,2007,Rabi ,Maize,16147,67418
401,BAGALKOT,2007,Rabi ,Onion,971,10215
402,BAGALKOT,2007,Rabi ,Other  Rabi pulses,1026,272
403,BAGALKOT,2007,Rabi ,Safflower,3098,2688
404,BAGALKOT,2007,Rabi ,Sunflower,61111,35479
405,BAGALKOT,2007,Rabi ,Wheat,23208,38300
406,BAGALKOT,2007,Summer ,Dry chillies,109,369
407,BAGALKOT,2007,Summer ,Maize,1735,7618
408,BAGALKOT,2007,Summer ,Onion,605,6030
409,BAGALKOT,2007,Summer ,Sunflower,5060,7302
410,BAGALKOT,2007,Whole Year,Banana,862,13986
411,BAGALKOT,2007,Whole Year,Coconut ,264,1344
412,BAGALKOT,2007,Whole Year,Coriander,40,14
413,BAGALKOT,2007,Whole Year,Cotton(lint),2660,3791
414,BAGALKOT,2007,Whole Year,Garlic,23,64
415,BAGALKOT,2007,Whole Year,Mesta,9,17
416,BAGALKOT,2007,Whole Year,Sugarcane,57399,5071202
417,BAGALKOT,2007,Whole Year,Sweet potato,28,89
418,BAGALKOT,2007,Whole Year,Turmeric,1203,15696
419,BAGALKOT,2008,Kharif ,Arhar/Tur,1056,288
420,BAGALKOT,2008,Kharif ,Bajra,22009,24287
421,BAGALKOT,2008,Kharif ,Dry chillies,764,709
422,BAGALKOT,2008,Kharif ,Groundnut,2182,1366
423,BAGALKOT,2008,Kharif ,Horse-gram,411,186
424,BAGALKOT,2008,Kharif ,Jowar,5239,9125
425,BAGALKOT,2008,Kharif ,Maize,44405,160977
426,BAGALKOT,2008,Kharif ,Moong(Green Gram),19906,321
427,BAGALKOT,2008,Kharif ,Niger seed,101,35
428,BAGALKOT,2008,Kharif ,Onion,6945,54530
429,BAGALKOT,2008,Kharif ,Other Kharif pulses,182,158
430,BAGALKOT,2008,Kharif ,Rice,87,266
431,BAGALKOT,2008,Kharif ,Sesamum,1419,280
432,BAGALKOT,2008,Kharif ,Soyabean,2281,2314
433,BAGALKOT,2008,Kharif ,Sunflower,21841,11046
434,BAGALKOT,2008,Kharif ,Urad,34,9
435,BAGALKOT,2008,Rabi ,Dry chillies,435,737
436,BAGALKOT,2008,Rabi ,Gram,60586,25597
437,BAGALKOT,2008,Rabi ,Groundnut,16605,16611
438,BAGALKOT,2008,Rabi ,Horse-gram,2989,1698
439,BAGALKOT,2008,Rabi ,Jowar,134783,162768
440,BAGALKOT,2008,Rabi ,Linseed,2920,1168
441,BAGALKOT,2008,Rabi ,Maize,20427,73062
442,BAGALKOT,2008,Rabi ,Onion,2526,22773
443,BAGALKOT,2008,Rabi ,Other  Rabi pulses,1471,411
444,BAGALKOT,2008,Rabi ,Safflower,3580,2258
445,BAGALKOT,2008,Rabi ,Sunflower,61318,30374
446,BAGALKOT,2008,Rabi ,Wheat,25668,37486
447,BAGALKOT,2008,Summer ,Dry chillies,119,390
448,BAGALKOT,2008,Summer ,Maize,2834,9192
449,BAGALKOT,2008,Summer ,Onion,651,4053
450,BAGALKOT,2008,Summer ,Sunflower,5274,4890
451,BAGALKOT,2008,Whole Year,Banana,1424,32850
452,BAGALKOT,2008,Whole Year,Cashewnut,1,0
453,BAGALKOT,2008,Whole Year,Coconut ,410,2809
454,BAGALKOT,2008,Whole Year,Coriander,83,45
455,BAGALKOT,2008,Whole Year,Cotton(lint),2466,5901
456,BAGALKOT,2008,Whole Year,Garlic,30,61
457,BAGALKOT,2008,Whole Year,Mesta,3,6
458,BAGALKOT,2008,Whole Year,Sugarcane,56598,5860723
459,BAGALKOT,2008,Whole Year,Sweet potato,20,202
460,BAGALKOT,2008,Whole Year,Turmeric,1994,13402
461,BAGALKOT,2009,Kharif ,Arhar/Tur,4811,2610
