index,District_Name,Crop_Year,Season,Crop,Area,Production
18009,RAMANAGARA,2013,Summer ,Groundnut,38,34
18010,RAMANAGARA,2013,Summer ,Maize,304,986
18011,RAMANAGARA,2013,Summer ,Ragi,330,648
18012,RAMANAGARA,2013,Summer ,Rice,431,799
18013,RAMANAGARA,2013,Whole Year,Arecanut,1274,14190
18014,RAMANAGARA,2013,Whole Year,Black pepper,10,25
18015,RAMANAGARA,2013,Whole Year,Cashewnut,2,2
18016,RAMANAGARA,2013,Whole Year,Coconut ,13637,108194
18017,RAMANAGARA,2013,Whole Year,Dry ginger,2,55
18018,RAMANAGARA,2013,Whole Year,Garlic,1,1
18019,RAMANAGARA,2013,Whole Year,Sugarcane,191,14697
18020,RAMANAGARA,2013,Whole Year,Sweet potato,47,690
18021,RAMANAGARA,2013,Whole Year,Tapioca,4,35
18022,RAMANAGARA,2013,Whole Year,Turmeric,21,100
18023,RAMANAGARA,2014,Kharif ,Arhar/Tur,2468,1564
18024,RAMANAGARA,2014,Kharif ,Bajra,3,3
18025,RAMANAGARA,2014,Kharif ,Castor seed,1001,888
18026,RAMANAGARA,2014,Kharif ,Cotton(lint),1,3
18027,RAMANAGARA,2014,Kharif ,Cowpea(Lobia),1160,1697
18028,RAMANAGARA,2014,Kharif ,Dry chillies,484,548
18029,RAMANAGARA,2014,Kharif ,Groundnut,3648,4332
18030,RAMANAGARA,2014,Kharif ,Horse-gram,5299,3182
18031,RAMANAGARA,2014,Kharif ,Maize,2084,8262
18032,RAMANAGARA,2014,Kharif ,Moong(Green Gram),6,1
18033,RAMANAGARA,2014,Kharif ,Niger seed,579,152
18034,RAMANAGARA,2014,Kharif ,Onion,7,36
18035,RAMANAGARA,2014,Kharif ,Other Kharif pulses,5626,7958
18036,RAMANAGARA,2014,Kharif ,Potato,12,74
18037,RAMANAGARA,2014,Kharif ,Ragi,69083,136049
18038,RAMANAGARA,2014,Kharif ,Rapeseed &Mustard,387,102
18039,RAMANAGARA,2014,Kharif ,Rice,4617,10759
18040,RAMANAGARA,2014,Kharif ,Sesamum,1372,521
18041,RAMANAGARA,2014,Kharif ,Small millets,6,4
18042,RAMANAGARA,2014,Kharif ,Sunflower,2,1
18043,RAMANAGARA,2014,Kharif ,Urad,20,6
18044,RAMANAGARA,2014,Rabi ,Dry chillies,2,4
18045,RAMANAGARA,2014,Rabi ,Gram,18,13
18046,RAMANAGARA,2014,Rabi ,Horse-gram,2154,1512
18047,RAMANAGARA,2014,Rabi ,Maize,114,467
18048,RAMANAGARA,2014,Rabi ,Other  Rabi pulses,76,58
18049,RAMANAGARA,2014,Rabi ,Ragi,25,41
18050,RAMANAGARA,2014,Rabi ,Rice,2,5
18051,RAMANAGARA,2014,Summer ,Groundnut,42,36
18052,RAMANAGARA,2014,Summer ,Maize,530,1729
18053,RAMANAGARA,2014,Summer ,Ragi,503,896
18054,RAMANAGARA,2014,Summer ,Rice,605,1887
18055,RAMANAGARA,2014,Whole Year,Arecanut,1452,13435
18056,RAMANAGARA,2014,Whole Year,Black pepper,11,65
18057,RAMANAGARA,2014,Whole Year,Cashewnut,2,1
18058,RAMANAGARA,2014,Whole Year,Coconut ,15056,167850
18059,RAMANAGARA,2014,Whole Year,Coriander,2,1
18060,RAMANAGARA,2014,Whole Year,Dry ginger,3,87
18061,RAMANAGARA,2014,Whole Year,Garlic,1,1
18062,RAMANAGARA,2014,Whole Year,Sugarcane,1027,67320
18063,RAMANAGARA,2014,Whole Year,Sweet potato,18,305
18064,RAMANAGARA,2014,Whole Year,Tapioca,18,162
18065,RAMANAGARA,2014,Whole Year,Turmeric,21,126
18066,SHIMOGA,1997,Kharif ,Arhar/Tur,1951,456
18067,SHIMOGA,1997,Kharif ,Black pepper,668,189
18068,SHIMOGA,1997,Kharif ,Dry chillies,6644,3933
18069,SHIMOGA,1997,Kharif ,Dry ginger,1300,1840
18070,SHIMOGA,1997,Kharif ,Groundnut,6407,7075
18071,SHIMOGA,1997,Kharif ,Horse-gram,3254,1459
18072,SHIMOGA,1997,Kharif ,Jowar,10451,18271
18073,SHIMOGA,1997,Kharif ,Maize,55694,131489
18074,SHIMOGA,1997,Kharif ,Paddy,162939,555483
18075,SHIMOGA,1997,Kharif ,Ragi,20950,19094
18076,SHIMOGA,1997,Kharif ,Rice,162939,370499
18077,SHIMOGA,1997,Rabi ,Dry chillies,27,47
18078,SHIMOGA,1997,Rabi ,Groundnut,7707,10639
18079,SHIMOGA,1997,Rabi ,Horse-gram,2566,1258
18080,SHIMOGA,1997,Rabi ,Jowar,2779,1239
18081,SHIMOGA,1997,Rabi ,Maize,2,4
18082,SHIMOGA,1997,Rabi ,Wheat,255,60
18083,SHIMOGA,1997,Summer ,Jowar,166,409
18084,SHIMOGA,1997,Summer ,Maize,6,13
18085,SHIMOGA,1997,Summer ,Paddy,38347,178942
18086,SHIMOGA,1997,Summer ,Ragi,59,109
18087,SHIMOGA,1997,Summer ,Rice,38347,119344
18088,SHIMOGA,1997,Whole Year,Arecanut,26588,40010
18089,SHIMOGA,1997,Whole Year,Cardamom,267,20
18090,SHIMOGA,1997,Whole Year,Coriander,83,8
18091,SHIMOGA,1997,Whole Year,Sugarcane,12141,1614753
18092,SHIMOGA,1997,Whole Year,Turmeric,16,38
18093,SHIMOGA,1998,Kharif ,Arhar/Tur,508,236
18094,SHIMOGA,1998,Kharif ,Castor seed,165,141
18095,SHIMOGA,1998,Kharif ,Cotton(lint),18011,42405
18096,SHIMOGA,1998,Kharif ,Dry ginger,1332,18857
18097,SHIMOGA,1998,Kharif ,Groundnut,2883,2791
18098,SHIMOGA,1998,Kharif ,Horse-gram,3173,2035
18099,SHIMOGA,1998,Kharif ,Jowar,2060,3515
18100,SHIMOGA,1998,Kharif ,Maize,8268,32073
18101,SHIMOGA,1998,Kharif ,Moong(Green Gram),139,27
18102,SHIMOGA,1998,Kharif ,Niger seed,177,46
18103,SHIMOGA,1998,Kharif ,Peas & beans (Pulses),29,266
18104,SHIMOGA,1998,Kharif ,Ragi,8654,12441
18105,SHIMOGA,1998,Kharif ,Rapeseed &Mustard,21,6
18106,SHIMOGA,1998,Kharif ,Rice,136875,315137
18107,SHIMOGA,1998,Kharif ,Sesamum,237,96
18108,SHIMOGA,1998,Kharif ,Soyabean,32,34
18109,SHIMOGA,1998,Kharif ,Sunflower,427,120
18110,SHIMOGA,1998,Rabi ,Gram,332,186
18111,SHIMOGA,1998,Rabi ,Groundnut,2516,3689
18112,SHIMOGA,1998,Rabi ,Horse-gram,710,327
18113,SHIMOGA,1998,Rabi ,Jowar,100,69
18114,SHIMOGA,1998,Rabi ,Linseed,32,10
18115,SHIMOGA,1998,Rabi ,Maize,1,2
18116,SHIMOGA,1998,Rabi ,Moong(Green Gram),3856,1729
18117,SHIMOGA,1998,Rabi ,Sunflower,102,57
18118,SHIMOGA,1998,Rabi ,Wheat,4,2
18119,SHIMOGA,1998,Summer ,Jowar,55,146
18120,SHIMOGA,1998,Summer ,Maize,26,59
18121,SHIMOGA,1998,Summer ,Ragi,48,108
18122,SHIMOGA,1998,Summer ,Rice,21758,68480
18123,SHIMOGA,1998,Summer ,Sunflower,308,173
18124,SHIMOGA,1998,Whole Year,Arecanut,19163,137087
18125,SHIMOGA,1998,Whole Year,Black pepper,732,2073
18126,SHIMOGA,1998,Whole Year,Cardamom,237,18
18127,SHIMOGA,1998,Whole Year,Coconut ,6638,23434
18128,SHIMOGA,1998,Whole Year,Dry chillies,2217,1634
18129,SHIMOGA,1998,Whole Year,Turmeric,5,25
18130,SHIMOGA,1999,Kharif ,Arhar/Tur,757,431
18131,SHIMOGA,1999,Kharif ,Castor seed,141,109
18132,SHIMOGA,1999,Kharif ,Cotton(lint),15072,27147
18133,SHIMOGA,1999,Kharif ,Dry ginger,2024,28654
18134,SHIMOGA,1999,Kharif ,Groundnut,2754,1852
18135,SHIMOGA,1999,Kharif ,Horse-gram,2281,1465
18136,SHIMOGA,1999,Kharif ,Jowar,2057,3201
18137,SHIMOGA,1999,Kharif ,Maize,13238,40172
18138,SHIMOGA,1999,Kharif ,Moong(Green Gram),128,44
18139,SHIMOGA,1999,Kharif ,Niger seed,272,71
18140,SHIMOGA,1999,Kharif ,Other Kharif pulses,545,226
18141,SHIMOGA,1999,Kharif ,Ragi,7383,9348
18142,SHIMOGA,1999,Kharif ,Rice,138371,314020
18143,SHIMOGA,1999,Kharif ,Sesamum,241,118
18144,SHIMOGA,1999,Kharif ,Small millets,49,33
18145,SHIMOGA,1999,Kharif ,Soyabean,16,15
18146,SHIMOGA,1999,Kharif ,Sunflower,110,38
18147,SHIMOGA,1999,Kharif ,Urad,111,36
18148,SHIMOGA,1999,Rabi ,Gram,373,194
18149,SHIMOGA,1999,Rabi ,Groundnut,1977,3280
18150,SHIMOGA,1999,Rabi ,Horse-gram,521,224
18151,SHIMOGA,1999,Rabi ,Jowar,75,52
18152,SHIMOGA,1999,Rabi ,Linseed,31,10
18153,SHIMOGA,1999,Rabi ,Maize,63,129
18154,SHIMOGA,1999,Rabi ,Moong(Green Gram),3286,1246
18155,SHIMOGA,1999,Rabi ,Other  Rabi pulses,1257,153
18156,SHIMOGA,1999,Rabi ,Ragi,4,5
18157,SHIMOGA,1999,Rabi ,Rapeseed &Mustard,26,8
18158,SHIMOGA,1999,Rabi ,Sunflower,38,27
18159,SHIMOGA,1999,Rabi ,Urad,686,255
18160,SHIMOGA,1999,Rabi ,Wheat,9,6
18161,SHIMOGA,1999,Summer ,Jowar,51,117
18162,SHIMOGA,1999,Summer ,Maize,389,711
18163,SHIMOGA,1999,Summer ,Ragi,86,172
18164,SHIMOGA,1999,Summer ,Rice,22658,69311
18165,SHIMOGA,1999,Summer ,Sunflower,146,82
18166,SHIMOGA,1999,Whole Year,Banana,2994,76338
18167,SHIMOGA,1999,Whole Year,Black pepper,719,2036
18168,SHIMOGA,1999,Whole Year,Cardamom,270,21
18169,SHIMOGA,1999,Whole Year,Coconut ,6759,23862
18170,SHIMOGA,1999,Whole Year,Coriander,2,1
18171,SHIMOGA,1999,Whole Year,Dry chillies,1779,3174
18172,SHIMOGA,1999,Whole Year,Onion,12,70
18173,SHIMOGA,1999,Whole Year,Sannhamp,3,1
18174,SHIMOGA,1999,Whole Year,Sugarcane,11398,1342684
18175,SHIMOGA,1999,Whole Year,Tapioca,26,170
18176,SHIMOGA,1999,Whole Year,Tobacco,426,252
18177,SHIMOGA,1999,Whole Year,Turmeric,10,43
18178,SHIMOGA,2000,Kharif ,Arhar/Tur,369,167
18179,SHIMOGA,2000,Kharif ,Castor seed,111,142
18180,SHIMOGA,2000,Kharif ,Cotton(lint),9050,13958
18181,SHIMOGA,2000,Kharif ,Dry ginger,2853,40390
18182,SHIMOGA,2000,Kharif ,Groundnut,2111,2814
18183,SHIMOGA,2000,Kharif ,Horse-gram,1835,832
18184,SHIMOGA,2000,Kharif ,Jowar,1399,1566
18185,SHIMOGA,2000,Kharif ,Maize,18624,61571
18186,SHIMOGA,2000,Kharif ,Mesta,2,2
18187,SHIMOGA,2000,Kharif ,Moong(Green Gram),131,54
18188,SHIMOGA,2000,Kharif ,Niger seed,169,44
18189,SHIMOGA,2000,Kharif ,Other Kharif pulses,678,265
18190,SHIMOGA,2000,Kharif ,Ragi,5724,8007
18191,SHIMOGA,2000,Kharif ,Rice,135079,309306
18192,SHIMOGA,2000,Kharif ,Sesamum,140,57
18193,SHIMOGA,2000,Kharif ,Small millets,28,25
18194,SHIMOGA,2000,Kharif ,Soyabean,45,47
18195,SHIMOGA,2000,Kharif ,Sunflower,57,28
18196,SHIMOGA,2000,Kharif ,Urad,117,45
18197,SHIMOGA,2000,Rabi ,Gram,152,99
18198,SHIMOGA,2000,Rabi ,Groundnut,2026,2967
18199,SHIMOGA,2000,Rabi ,Horse-gram,762,368
18200,SHIMOGA,2000,Rabi ,Jowar,58,35
18201,SHIMOGA,2000,Rabi ,Linseed,6,2
18202,SHIMOGA,2000,Rabi ,Moong(Green Gram),2452,657
18203,SHIMOGA,2000,Rabi ,Other  Rabi pulses,646,79
18204,SHIMOGA,2000,Rabi ,Ragi,1,2
18205,SHIMOGA,2000,Rabi ,Rapeseed &Mustard,46,13
18206,SHIMOGA,2000,Rabi ,Sunflower,4,3
18207,SHIMOGA,2000,Rabi ,Urad,451,158
18208,SHIMOGA,2000,Rabi ,Wheat,2,3
18209,SHIMOGA,2000,Summer ,Jowar,71,144
18210,SHIMOGA,2000,Summer ,Maize,45,127
18211,SHIMOGA,2000,Summer ,Ragi,79,157
18212,SHIMOGA,2000,Summer ,Rice,21285,61673
18213,SHIMOGA,2000,Summer ,Sunflower,69,49
18214,SHIMOGA,2000,Whole Year,Arecanut,23927,36005
18215,SHIMOGA,2000,Whole Year,Banana,3463,52825
18216,SHIMOGA,2000,Whole Year,Black pepper,839,2376
18217,SHIMOGA,2000,Whole Year,Cardamom,274,21
18218,SHIMOGA,2000,Whole Year,Coconut ,6938,24493
18219,SHIMOGA,2000,Whole Year,Dry chillies,1962,1197
18220,SHIMOGA,2000,Whole Year,Onion,10,51
18221,SHIMOGA,2000,Whole Year,Sugarcane,10764,1278225
18222,SHIMOGA,2000,Whole Year,Tapioca,25,163
18223,SHIMOGA,2000,Whole Year,Tobacco,331,245
18224,SHIMOGA,2000,Whole Year,Turmeric,14,62
18225,SHIMOGA,2001,Kharif ,Arhar/Tur,721,221
18226,SHIMOGA,2001,Kharif ,Bajra,4,2
18227,SHIMOGA,2001,Kharif ,Castor seed,108,80
18228,SHIMOGA,2001,Kharif ,Cotton(lint),11760,13537
18229,SHIMOGA,2001,Kharif ,Dry ginger,2586,36610
18230,SHIMOGA,2001,Kharif ,Groundnut,2535,2251
18231,SHIMOGA,2001,Kharif ,Horse-gram,1158,430
18232,SHIMOGA,2001,Kharif ,Jowar,1122,2166
18233,SHIMOGA,2001,Kharif ,Maize,17497,49533
18234,SHIMOGA,2001,Kharif ,Moong(Green Gram),96,25
18235,SHIMOGA,2001,Kharif ,Niger seed,224,58
18236,SHIMOGA,2001,Kharif ,Other Kharif pulses,376,160
18237,SHIMOGA,2001,Kharif ,Ragi,5558,6688
18238,SHIMOGA,2001,Kharif ,Rice,131783,197149
18239,SHIMOGA,2001,Kharif ,Sesamum,122,45
18240,SHIMOGA,2001,Kharif ,Small millets,18,15
18241,SHIMOGA,2001,Kharif ,Sunflower,23,9
18242,SHIMOGA,2001,Kharif ,Urad,110,41
18243,SHIMOGA,2001,Rabi ,Gram,42,25
18244,SHIMOGA,2001,Rabi ,Horse-gram,404,144
18245,SHIMOGA,2001,Rabi ,Jowar,202,113
18246,SHIMOGA,2001,Rabi ,Linseed,5,2
18247,SHIMOGA,2001,Rabi ,Maize,69,162
18248,SHIMOGA,2001,Rabi ,Moong(Green Gram),1863,618
18249,SHIMOGA,2001,Rabi ,Other  Rabi pulses,653,79
18250,SHIMOGA,2001,Rabi ,Ragi,1,1
18251,SHIMOGA,2001,Rabi ,Rapeseed &Mustard,33,10
18252,SHIMOGA,2001,Rabi ,Sunflower,21,18
18253,SHIMOGA,2001,Rabi ,Urad,284,107
18254,SHIMOGA,2001,Summer ,Jowar,87,171
18255,SHIMOGA,2001,Summer ,Maize,257,676
18256,SHIMOGA,2001,Summer ,Ragi,116,178
18257,SHIMOGA,2001,Summer ,Rice,17038,47441
18258,SHIMOGA,2001,Summer ,Sunflower,74,60
18259,SHIMOGA,2001,Whole Year,Arecanut,26359,39665
18260,SHIMOGA,2001,Whole Year,Black pepper,818,2316
18261,SHIMOGA,2001,Whole Year,Coconut ,6925,18339
18262,SHIMOGA,2001,Whole Year,Dry chillies,2261,1034
18263,SHIMOGA,2001,Whole Year,Onion,20,86
18264,SHIMOGA,2001,Whole Year,Peas & beans (Pulses),61,397
18265,SHIMOGA,2001,Whole Year,Sugarcane,9682,1020967
18266,SHIMOGA,2001,Whole Year,Turmeric,22,113
18267,SHIMOGA,2002,Kharif ,Arhar/Tur,575,269
18268,SHIMOGA,2002,Kharif ,Bajra,34,12
18269,SHIMOGA,2002,Kharif ,Castor seed,60,55
18270,SHIMOGA,2002,Kharif ,Cotton(lint),7472,11023
18271,SHIMOGA,2002,Kharif ,Dry ginger,2246,31797
18272,SHIMOGA,2002,Kharif ,Groundnut,1682,1449
18273,SHIMOGA,2002,Kharif ,Horse-gram,992,491
18274,SHIMOGA,2002,Kharif ,Jowar,767,716
18275,SHIMOGA,2002,Kharif ,Maize,26170,95297
18276,SHIMOGA,2002,Kharif ,Moong(Green Gram),217,14
18277,SHIMOGA,2002,Kharif ,Niger seed,181,47
18278,SHIMOGA,2002,Kharif ,Other Kharif pulses,599,255
18279,SHIMOGA,2002,Kharif ,Ragi,5123,5524
18280,SHIMOGA,2002,Kharif ,Rice,131561,195445
18281,SHIMOGA,2002,Kharif ,Sesamum,150,59
18282,SHIMOGA,2002,Kharif ,Small millets,14,11
18283,SHIMOGA,2002,Kharif ,Soyabean,2,2
18284,SHIMOGA,2002,Kharif ,Sunflower,81,31
18285,SHIMOGA,2002,Kharif ,Urad,116,17
18286,SHIMOGA,2002,Rabi ,Gram,88,45
18287,SHIMOGA,2002,Rabi ,Groundnut,1227,1489
18288,SHIMOGA,2002,Rabi ,Horse-gram,107,31
18289,SHIMOGA,2002,Rabi ,Jowar,93,39
18290,SHIMOGA,2002,Rabi ,Linseed,5,2
18291,SHIMOGA,2002,Rabi ,Maize,9,22
18292,SHIMOGA,2002,Rabi ,Moong(Green Gram),2280,277
18293,SHIMOGA,2002,Rabi ,Other  Rabi pulses,667,81
18294,SHIMOGA,2002,Rabi ,Rapeseed &Mustard,38,11
18295,SHIMOGA,2002,Rabi ,Sunflower,31,22
18296,SHIMOGA,2002,Rabi ,Urad,351,41
18297,SHIMOGA,2002,Summer ,Jowar,120,198
18298,SHIMOGA,2002,Summer ,Maize,500,1278
18299,SHIMOGA,2002,Summer ,Ragi,384,441
18300,SHIMOGA,2002,Summer ,Rice,7472,19038
18301,SHIMOGA,2002,Summer ,Sunflower,235,143
18302,SHIMOGA,2002,Whole Year,Arcanut (Processed),26725,40216
18303,SHIMOGA,2002,Whole Year,Atcanut (Raw),26725,191184
18304,SHIMOGA,2002,Whole Year,Banana,3044,39788
18305,SHIMOGA,2002,Whole Year,Beans & Mutter(Vegetable),28,221
18306,SHIMOGA,2002,Whole Year,Black pepper,814,2305
18307,SHIMOGA,2002,Whole Year,Brinjal,61,350
18308,SHIMOGA,2002,Whole Year,Cardamom,284,22
18309,SHIMOGA,2002,Whole Year,Cashewnut Processed,1483,54
18310,SHIMOGA,2002,Whole Year,Cashewnut Raw,1483,220
18311,SHIMOGA,2002,Whole Year,Citrus Fruit,6,104
18312,SHIMOGA,2002,Whole Year,Coconut ,6820,18061
18313,SHIMOGA,2002,Whole Year,Dry chillies,1391,1318
18314,SHIMOGA,2002,Whole Year,Mango,1932,11389
18315,SHIMOGA,2002,Whole Year,Onion,13,44
18316,SHIMOGA,2002,Whole Year,Other Fresh Fruits,175,473
18317,SHIMOGA,2002,Whole Year,Pome Fruit,20,122
18318,SHIMOGA,2002,Whole Year,Sugarcane,9961,1305887
18319,SHIMOGA,2002,Whole Year,Tapioca,12,78
18320,SHIMOGA,2002,Whole Year,Tobacco,256,184
18321,SHIMOGA,2002,Whole Year,Tomato,109,905
18322,SHIMOGA,2002,Whole Year,Turmeric,10,43
18323,SHIMOGA,2003,Kharif ,Arhar/Tur,590,221
18324,SHIMOGA,2003,Kharif ,Castor seed,34,30
18325,SHIMOGA,2003,Kharif ,Cotton(lint),4809,7901
18326,SHIMOGA,2003,Kharif ,Dry ginger,1664,23557
18327,SHIMOGA,2003,Kharif ,Groundnut,1812,1622
18328,SHIMOGA,2003,Kharif ,Horse-gram,808,283
18329,SHIMOGA,2003,Kharif ,Jowar,805,852
18330,SHIMOGA,2003,Kharif ,Maize,48313,142715
18331,SHIMOGA,2003,Kharif ,Moong(Green Gram),111,17
18332,SHIMOGA,2003,Kharif ,Niger seed,122,32
18333,SHIMOGA,2003,Kharif ,Other Kharif pulses,680,290
18334,SHIMOGA,2003,Kharif ,Ragi,5012,6698
18335,SHIMOGA,2003,Kharif ,Rice,113986,217783
18336,SHIMOGA,2003,Kharif ,Sesamum,96,42
18337,SHIMOGA,2003,Kharif ,Sunflower,243,93
18338,SHIMOGA,2003,Kharif ,Urad,76,19
18339,SHIMOGA,2003,Rabi ,Gram,88,28
18340,SHIMOGA,2003,Rabi ,Groundnut,2476,2408
18341,SHIMOGA,2003,Rabi ,Horse-gram,108,26
18342,SHIMOGA,2003,Rabi ,Jowar,181,56
18343,SHIMOGA,2003,Rabi ,Linseed,5,0
18344,SHIMOGA,2003,Rabi ,Maize,34,78
18345,SHIMOGA,2003,Rabi ,Moong(Green Gram),1897,555
18346,SHIMOGA,2003,Rabi ,Other  Rabi pulses,762,93
18347,SHIMOGA,2003,Rabi ,Rapeseed &Mustard,23,7
18348,SHIMOGA,2003,Rabi ,Rice,5,15
18349,SHIMOGA,2003,Rabi ,Sunflower,283,218
18350,SHIMOGA,2003,Rabi ,Urad,310,163
18351,SHIMOGA,2003,Summer ,Jowar,54,144
18352,SHIMOGA,2003,Summer ,Maize,299,753
18353,SHIMOGA,2003,Summer ,Ragi,335,398
18354,SHIMOGA,2003,Summer ,Rice,6262,24164
18355,SHIMOGA,2003,Summer ,Sunflower,402,212
18356,SHIMOGA,2003,Whole Year,Arecanut,28039,42193
18357,SHIMOGA,2003,Whole Year,Banana,602,2239
18358,SHIMOGA,2003,Whole Year,Beans & Mutter(Vegetable),229,1597
18359,SHIMOGA,2003,Whole Year,Black pepper,853,2415
18360,SHIMOGA,2003,Whole Year,Brinjal,281,1381
18361,SHIMOGA,2003,Whole Year,Cardamom,272,21
18362,SHIMOGA,2003,Whole Year,Citrus Fruit,6,95
18363,SHIMOGA,2003,Whole Year,Coconut ,6700,17743
18364,SHIMOGA,2003,Whole Year,Dry chillies,1496,2180
18365,SHIMOGA,2003,Whole Year,Garlic,1,1
18366,SHIMOGA,2003,Whole Year,Mango,1902,10332
18367,SHIMOGA,2003,Whole Year,Onion,12,43
18368,SHIMOGA,2003,Whole Year,Other Fresh Fruits,213,567
18369,SHIMOGA,2003,Whole Year,Pome Fruit,12,66
18370,SHIMOGA,2003,Whole Year,Sugarcane,8333,1029126
18371,SHIMOGA,2003,Whole Year,Tapioca,11,72
18372,SHIMOGA,2003,Whole Year,Tobacco,272,153
18373,SHIMOGA,2003,Whole Year,Tomato,99,1182
18374,SHIMOGA,2003,Whole Year,Turmeric,4,20
18375,SHIMOGA,2004,Kharif ,Arhar/Tur,324,168
18376,SHIMOGA,2004,Kharif ,Castor seed,11,10
18377,SHIMOGA,2004,Kharif ,Cotton(lint),6223,12067
18378,SHIMOGA,2004,Kharif ,Dry ginger,1544,21858
18379,SHIMOGA,2004,Kharif ,Groundnut,2037,2340
18380,SHIMOGA,2004,Kharif ,Horse-gram,366,191
18381,SHIMOGA,2004,Kharif ,Jowar,655,1012
18382,SHIMOGA,2004,Kharif ,Maize,59981,220658
18383,SHIMOGA,2004,Kharif ,Moong(Green Gram),69,11
18384,SHIMOGA,2004,Kharif ,Niger seed,125,32
18385,SHIMOGA,2004,Kharif ,Other Kharif pulses,378,163
18386,SHIMOGA,2004,Kharif ,Ragi,2621,4692
18387,SHIMOGA,2004,Kharif ,Rice,114078,249260
18388,SHIMOGA,2004,Kharif ,Sesamum,125,67
18389,SHIMOGA,2004,Kharif ,Soyabean,5,3
18390,SHIMOGA,2004,Kharif ,Sunflower,73,24
18391,SHIMOGA,2004,Kharif ,Urad,58,7
18392,SHIMOGA,2004,Rabi ,Gram,39,20
18393,SHIMOGA,2004,Rabi ,Groundnut,1913,2839
18394,SHIMOGA,2004,Rabi ,Horse-gram,65,22
18395,SHIMOGA,2004,Rabi ,Jowar,12,9
18396,SHIMOGA,2004,Rabi ,Linseed,29,6
18397,SHIMOGA,2004,Rabi ,Maize,4,12
18398,SHIMOGA,2004,Rabi ,Moong(Green Gram),1041,254
18399,SHIMOGA,2004,Rabi ,Other  Rabi pulses,322,39
18400,SHIMOGA,2004,Rabi ,Rapeseed &Mustard,28,8
18401,SHIMOGA,2004,Rabi ,Safflower,4,2
18402,SHIMOGA,2004,Rabi ,Sunflower,706,636
18403,SHIMOGA,2004,Rabi ,Urad,241,83
18404,SHIMOGA,2004,Summer ,Jowar,15,12
18405,SHIMOGA,2004,Summer ,Maize,155,474
18406,SHIMOGA,2004,Summer ,Ragi,167,266
18407,SHIMOGA,2004,Summer ,Rice,14045,64219
18408,SHIMOGA,2004,Summer ,Sunflower,648,420
18409,SHIMOGA,2004,Whole Year,Arecanut,29150,43865
18410,SHIMOGA,2004,Whole Year,Banana,3210,19485
18411,SHIMOGA,2004,Whole Year,Black pepper,814,2305
18412,SHIMOGA,2004,Whole Year,Cardamom,289,22
18413,SHIMOGA,2004,Whole Year,Coconut ,6613,176897
18414,SHIMOGA,2004,Whole Year,Dry chillies,843,807
18415,SHIMOGA,2004,Whole Year,Onion,20,126
18416,SHIMOGA,2004,Whole Year,Tapioca,10,65
18417,SHIMOGA,2004,Whole Year,Tobacco,116,86
18418,SHIMOGA,2004,Whole Year,Turmeric,22,105
18419,SHIMOGA,2005,Kharif ,Arhar/Tur,335,228
18420,SHIMOGA,2005,Kharif ,Castor seed,60,62
18421,SHIMOGA,2005,Kharif ,Dry chillies,679,494
18422,SHIMOGA,2005,Kharif ,Groundnut,1805,989
18423,SHIMOGA,2005,Kharif ,Horse-gram,262,150
18424,SHIMOGA,2005,Kharif ,Jowar,424,820
18425,SHIMOGA,2005,Kharif ,Maize,60039,160869
18426,SHIMOGA,2005,Kharif ,Moong(Green Gram),100,25
18427,SHIMOGA,2005,Kharif ,Niger seed,98,25
18428,SHIMOGA,2005,Kharif ,Onion,17,95
18429,SHIMOGA,2005,Kharif ,Other Kharif pulses,231,95
18430,SHIMOGA,2005,Kharif ,Peas & beans (Pulses),50,306
18431,SHIMOGA,2005,Kharif ,Ragi,1992,2843
18432,SHIMOGA,2005,Kharif ,Rice,116186,275507
18433,SHIMOGA,2005,Kharif ,Sesamum,141,122
18434,SHIMOGA,2005,Kharif ,Small millets,3,1
18435,SHIMOGA,2005,Kharif ,Sunflower,46,16
18436,SHIMOGA,2005,Kharif ,Urad,60,12
18437,SHIMOGA,2005,Rabi ,Dry chillies,65,106
18438,SHIMOGA,2005,Rabi ,Gram,123,70
18439,SHIMOGA,2005,Rabi ,Groundnut,1734,2356
18440,SHIMOGA,2005,Rabi ,Horse-gram,243,97
18441,SHIMOGA,2005,Rabi ,Jowar,23,15
18442,SHIMOGA,2005,Rabi ,Linseed,18,6
18443,SHIMOGA,2005,Rabi ,Maize,10,36
18444,SHIMOGA,2005,Rabi ,Moong(Green Gram),1441,225
18445,SHIMOGA,2005,Rabi ,Other  Rabi pulses,411,49
18446,SHIMOGA,2005,Rabi ,Peas & beans (Pulses),1,7
18447,SHIMOGA,2005,Rabi ,Rapeseed &Mustard,11,3
18448,SHIMOGA,2005,Rabi ,Safflower,2,2
18449,SHIMOGA,2005,Rabi ,Sunflower,640,1301
18450,SHIMOGA,2005,Rabi ,Urad,235,113
18451,SHIMOGA,2005,Summer ,Dry chillies,348,1053
18452,SHIMOGA,2005,Summer ,Jowar,29,49
18453,SHIMOGA,2005,Summer ,Maize,224,479
18454,SHIMOGA,2005,Summer ,Peas & beans (Pulses),2,10
18455,SHIMOGA,2005,Summer ,Ragi,84,183
18456,SHIMOGA,2005,Summer ,Rice,17408,57617
18457,SHIMOGA,2005,Summer ,Sunflower,1149,1919
18458,SHIMOGA,2005,Whole Year,Arecanut,31167,222961
18459,SHIMOGA,2005,Whole Year,Banana,4788,28335
